Song,Artists,Lyrics,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation,
Space For Two (Remix),"Mr. Probz, R3HAB","She set my '94 four door Ford on fire today
So I took her favorite pair of diamond earrings and I pawned them away
That's when she walked in the kitchen full of dishes and she broke every plate
Man, she might be the death of me, but I wouldn't have it any other way
She might be my cocaine
She might be my rehab
And I ain't tryna OD
But she gon' to make me relapse, yeah
But if crazy is a place, then I hope they got space for two
And I know it's messed up but I can't get enough of you
It don't matter what we say
It don't matter all the things we do
If crazy is a place, then I hope they got space for two
If crazy is a place, then I hope they got space for two
She called my boss and she told him I ain't coming in to work no more
So I changed every lock on every door before she got home
If I would get a dime every time she wanna go through my phone
She might be the death of me but I know I could never leave her alone
She might be my cocaine
She might be my rehab
And I ain't tryna OD
She's going to make me relapse, yeah
But if crazy is a place, then I hope they got space for two
And I know it's messed up but I can't get enough of you
It don't matter what we say
It don't matter all the things we do
If crazy is a place, then I hope they've got space for two
If crazy is a place, then I hope they've got space for two
She might be my cocaine
She might be my rehab
But I don't care what anybody's saying
She's the pain and the medicine
The problem and my solution
But she knows I wouldn't have it any other way
If crazy is a place, then I hope they've got space for two
And I know it's messed up but I can't get enough of you
It don't matter what we say
It don't matter all the things we do
If crazy is a place, then I hope they've got space for two
If crazy is a place, then I hope they've got space for two",1,1,0,1,0,1,1,0,
Wish I Never Met You,Loote,"I was fine till the night that your friends
Introduced me to you, fucked me up
We got high at the bar now the bar's so high
Girl, on the night we met in the city
I should've just got drunk and stayed home
But now I got a piece of you with me wherever I go
I'm still alone
Thinking oh-na-na, eh-na-na
Dammit, I wish I never met you
Oh-na-na, eh-na-na
Dammit, I tried, I can't forget you
Never knew what I was missing
Till I had you, then I didn't
Oh-na-na, eh-na-na
Dammit, I wish I never, never met you
Dammit I wish I never, never met you
Dammit I try but I can't forget you
Dammit I wish I never, never met you
Dammit I try but I can't forget you
I've been lying awake and a ghost
In my brain won't let me shake it
I keep on running into your girlfriends
And they knew me back, back
Back to the night we met in the city
I should've just got drunk and stayed home
But now I got a piece of you with me wherever I go
I'm still alone
Thinking oh-na-na, eh-na-na
Dammit, I wish I never met you
Oh-na-na, eh-na-na
Dammit, I tried, I can't forget you
Never knew what I was missing
Till I had you, then I didn't
Oh-na-na, eh-na-na
Dammit, I wish I never, never met you
Dammit I wish I never, never met you
Dammit I try but I can't forget you
Dammit I wish I never, never met you
Dammit I try but I can't forget you
Girl, on the night we met in the city
I should've just stayed home, nah
Got a piece of you with me wherever I go, yeah
Thinking oh-na-na, eh-na-na
Dammit, I wish I never met you
Oh-na-na, eh-na-na
Dammit, I tried, I can't forget you
Never knew what I was missing
Till I had you, then I didn't
Oh-na-na, eh-na-na
Dammit, I wish I never, never met you
Dammit, I wish I never, never met you
Dammit, I tried but I can't forget you
Girl, on the night we met in the city
I should've just got drunk and stayed home
But now I got a piece of you with me wherever I go
I'm still alone",0,0,0,1,1,0,0,0,
Good Vibe,"BRKLYN, Zack Martino","I've got a good vibe, got a good vibe
I've got a good vibe, got a good vibe
I've got a good vibe, got a good vibe
Feeling good feeling, I'm feeling good
I've got a good vibe, got a good vibe
Feeling good feeling, I'm feeling good
I've got a good vibe, got a good vibe
Cause I'm feeling good, feeling good tonight
I've got a good vibe, good vibe, good vibe
Good,good,good,good
Cause I'm feeling good
I've got a good vibe, got a good vibe
Feeling good feeling, I'm feeling good
I've got a good vibe, got a good vibe
Feeling good feeling, I'm feeling good
I've got a good vibe, got a good vibe
Feeling good feeling, I'm feeling good
I've got a good vibe, got a good vibe
Cause I'm feeling good, feeling good tonight
I've got a good vibe, good vibe, good vibe
Cause I'm feeling good, feeling good tonight
I've got a good vibe, good vibe, good vibe
Cause I'm feeling good, feeling good tonight
I've got a good vibe, good vibe, good vibe
Good,good,good,good",1,0,0,0,0,0,0,1,
Something ,"Funk Machine, Taku-Hero","Long days, long nights
Two kids we were wasting time
Chasing dreams on the boulevard
Getting drunk and then counting stars yeah
Long years, hard times
Always had you on my mind
You're my dreaming and you're my sin
Got my body in chains

Don't you know, don't you know
There's something about your love
Takes me high, gets me low
There's something about your love
And I don't want you any other way
Promise me you'll never change
Don't you know (don't you know)
Don't you know (don't you know)
There's something about
There's something about your love

Don't you know (you know, you know)
Something about your love
Don't you know (you know, you know)
Don't you know (you know, you know)
Something about your love
Don't you know (you know, you know, you know)

Don't you know, don't you know
There's something about your love
Takes me high, gets me low
There's something about your love

Don't you know, don't you know
There's something about your love
Takes me high, gets me low
There's something about your love

And I don't want you any other way
Promise me you'll never change
Don't you know, don't you know
There's something about
Something about your love

Don't you know (you know, you know)
Something about your love
Don't you know (you know, you know)
Don't you know (you know, you know)
Something about your love
Don't you know (you know, you know)

Something about your love
",1,1,0,0,0,0,0,0,
EYES SHUT,"Declain, Elle Vee","wait,
dont leave yet im thinking you should stay
i know its getting rather late
but i dont want this night to go to waste (wait)
turn the lights, turn the lights, turn the lights off
i wanna feel you in the dark with my eyes shut
take it all, take it all, take it all off
i wanna feel you in the dark with my eyes shut
Turn the lights, turn the lights, turn the lights off
I wanna feel you in the dark with my eyes shut
Take it all, take it all, take it all off
I wanna feel you in the dark with my eyes shut
With my eyes shut
With my eyes shut
With my eyes shut
",0,0,0,0,0,0,0,1,
Go with the Flow ,Lika Morgan,"What is love
A simple word or a crazy feeling
What is love
It feels like I am underwater breathing
I've been waiting for somebody like you baby to come around
You make my heart beat like a drum
Bam pa pa pam pam
You make my heart beat like a drum
Bam pa pa pam pam
When I'm with you I'm in paradise
The things you do make me come alive
Out of the blue our words collide
So hold me until the sunlight
It's been a day or two
And you blew my mind
Would've never knew your love was so devine
So I'm gonna make sure you remember for a lifetime
Go with the flow
Let your body go up
Let your body go low, low, low
Go with the flow
Let your body go up
Let your body go low
Go with the flow
Let your body go up
Let your body go low, low, low
Go with the flow
Let your body go up
Let your body go low
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Go with the flow
How we fly
Every day is like the weekend
Hot like fire
Don't wanna wake up from this state of dreaming
All I'm saying this
You don't know what love can do to you 'til you're the one
Who's got a heart beat like a drum
Bam pa pa pam pam
You make my heart beat like a drum
Bam pa pa pam pam
When I'm with you I'm in paradise
The things you do make me come alive
Out of the blue our words collide
So hold me until the sunlight
It's been a day or two and you blew my mind
Would've never knew your love was so devine
Tonight I'm gonna make sure you remember for a lifetime
Go with the flow
Let your body go up
Let your body go low, low, low
Go with the flow
Let your body go up
Let your body go low
Go with the flow
Let your body go up
Let your body go low, low, low
Go with the flow
Let your body go up
Let your body go low
Go with the flow
Go with the flow
Go with the flow
Go with the flow
Come on, let your body
Don't go baby
Like a heartbeat
Don't go baby
Let your body
Go with the flow
Like a heartbeat
Go with the flow",1,1,0,1,0,0,0,1,
Fall 4 U,"Asketa & Natan Chaim, musicbyLukas","Call me up when you're sober
When you're sure I didn't change
You giving up like it's over
I never give it away
And I don't wanna fall for you
Just time
I can find the truth at all tonight
If I could I would, believe me
If I could I wouldn't need you
I don't wanna fall for you
Just time
And I don't wanna fall for you
Just time
I can find the truth at all tonight
If I could I would, believe me
If I could I wouldn't need you
I don't wanna fall for you
Just time
And I don't wanna fall for you
Just time
I can find the truth at all tonight
If I could I would, believe me
If I could I wouldn't need you
I don't wanna fall for you
Just time",0,0,1,0,0,1,0,0,
Closing In (Remix),"tyDi, Dia Frampton, A-lex","I think I know you
What sits behind your eyes
And when you're lying sometimes
Your favourite record
And why you hate your dad
And how you prefer red wine
What goes on inside your head I'll never know When
you're drifting off I wonder where you go But I'm closing in
But I'm closing in
But I'm closing in
But I'm closing in
While I can get into your bed
But I can't read what's in your head
Yeah I'm closing in
And I'm closing in
You hate the sunset
But you're in love with rain
It takes you back to your home
You tell me stories
But they're full of blank space
And secrets I wanna know
What goes on inside your head I'll never know When
you're drifting off I wonder where you go But I'm closing in
But I'm closing in
But I'm closing in
But I'm closing in
While I can get into your bed
But I can't read what's in your head
Yeah I'm closing in
And I'm closing in
What goes on inside your head I'll never know
When you're drifting off I wonder where you go",1,1,0,0,1,0,0,1,
Immortal,J. Cole,"Oh
Now I was barely seventeen with a pocket full of hope
Screamin', dollar and a dream with my closet lookin' broke
And my nigga's lookin' clean, gettin' caught up with that dope
Have you ever served a fiend with a pocket full of soap?
Nigga I can tell you things that you probably shouldn't know
Have you ever heard the screams when the body hit the floor?
Flashbacks to the pain, wakin' up, cold sweats
Six o'clock in the mornin', gotta hit the BoFlex
Get my weight up on the block, keep watch for the cops
God they love to serve a nigga three hots and a cot
Nowadays crime pays like a part time job
And the drought got me prayin' for a car time vibe
Summer Rain come again
Numb the pain 'cause it's hard for a felon
In my mind I been cryin', know it's wrong but I'm sellin'
Eyes wellin' up with tears
Thinkin' 'bout my niggas dead in the dirt
Immortalized on this shirt
Real niggas don't die
Form with the plot
One-Seven-Forty-Five
Form at the plot
Real niggas don't die
Form on the plot
Hood niggas don't lie
Form on the plot
My niggas don't die
Form on the plot
Real niggas don't die
Form on the plot
Real niggas don't die
Real niggas don't die
Have you ever seen a fiend cook crack on the spoon?
Have you ever seen a nigga that was black on the moon?
Have you ever seen your brother go to prison as you cried?
Have you ever seen a motherfuckin' ribbon in the sky?
Nope, all I see is that C.R.E.A.M nigga, that green
I'm a black king, black jeans on my black queen
And her ass fat, too fat for a flat screen
I'm the type of nigga make the whole fuckin' trap lean
Kingpin nigga, put wings on a crack fiend
If they want a nigga, they gon' have to send a SWAT team
And I'm goin' out like Scarface in his last scene
A legend, what that mean?
Real niggas don't die
Form with the plot
One-Seven-Forty-Five
Form at the plot
Real niggas don't die
Form on the plot
Hood niggas don't lie
Form on the plot
My niggas don't die
Form on the plot
Real niggas don't die
Form on the plot
Real niggas don't die
Real niggas don't die
To die a young legend or live a long life unfulfilled
'Cause you wanna change the world
But while alive you never will
'Cause they only feel you after you gone, or I've been told
And now I'm caught between bein' heard and gettin' old
Damn, death creepin' in my thoughts lately
My one wish in this bitch make it quick if the Lord take me
I know nobody meant to live forever anyway
And so I hustle like my niggas in Virgini-A
They tellin' niggas sell dope, rap or go to NBA, in that order
It's that sort of thinkin' that been keepin' niggas chained
At the bottom and hanged
The strangest fruit that you ever seen, ripe with pain
Listen",0,1,1,0,1,1,1,0,
"1985 - Intro to ""The Fall Off""",J. Cole,"1985, I arrived
33 years, damn, I'm grateful I survived
We wasn't s'posed to get past 25
Jokes on you motherfucker, we alive
All these niggas popping now is young
Everybody say the music that they make is dumb
I remember I was 18
Money, pussy, parties, I was on the same thing
You gotta give a boy a chance to grow some
Everybody talkin' like they know somethin' these days
Niggas actin' woke, but they broke, umm
I respect the struggle but you all frontin' these days
Man, they barely old enough to drive
To tell them what they should do, who the fuck am I?
I heard one of em' diss me, I'm suprised
I ain't trippin', listen good to my reply
Come here lil' man, let me talk with ya'
See if I can paint for you the larger picture
Congrats 'cause you made it out your mama's house
I hope you make enough to buy your mom a house
I see your watch icy and your whip foreign
I got some good advice, never quit tourin'
'Cause that's the way we eat here in this rap game
I'm fuckin' with your funky lil' rap name
I hear your music and I know that rap's changed
A bunch of folks would say that that's a bad thing
'Cause everything's commercial and it's pop now
Trap drums is the shit that's hot now
See, I've been on a quest for the next wave
But never mind, that was just a segue
I must say, by your songs I'm unimpressed, hey
But I love to see a Black man get paid
And plus, you havin' fun and I respect that
But have you ever thought about your impact?
These white kids love that you don't give a fuck
'Cause that's exactly what's expected when your skin black
They wanna see you dab, they wanna see you pop a pill
They wanna see you tatted from your face to your heels
And somewhere deep down, fuck it, I gotta keep it real
They wanna be black and think your song is how it feels
So when you turn up, you see them turnin' up too
You hit the next city, collect your money when it's due
You gettin' that paper, swimmin' in bitches, I don't blame you
You ain't thinkin' 'bout the people that's lookin' like me and you
True, you got better shit to do
You coulda bought a crib with all that bread that you done blew
I know you think this type of revenue is never endin'
But I wanna take a minute just to tell you that ain't true
One day, them kids that's listening gon' grow up
And get too old for that shit that made you blow up
Now your show's lookin' light cause they don't show up
Which unfortunately means the money slow up
Now you scramblin' and hopin' to get hot again
But you forgot you only popped 'cause you was ridin' trends
Now you old news and you goin' through regrets
'Cause you never bought that house, but you got a Benz
And a bunch of jewels and a bunch of shoes
And a bunch of fake friends, I ain't judgin' you
I'm just tellin' you what's probably gon' happen when you rappin'
'Bout the type of shit you rappin' 'bout
It's a faster route to the bottom
I wish you good luck
I'm hoping for your sake that you ain't dumb as you look
But if it's really true what people sayin'
And you call yourself playin' with my name
Then I really know you fucked, trust
I'll be around forever 'cause my skills is tip-top
To any amateur niggas that wanna get rocked
Just remember what I told you when your shit flop
In five years you gon' be on Love & Hip-Hop, nigga",0,0,0,1,1,1,0,0,
If We Never (Remix),"Aiobahn, Vin, Dennis van Cocos","The lights in here are blinding me and
I can’t see clearly anymore
I have no fear how this will end
No nothing scares me anymore
If we never see tomorrow babe
If we never make it through today
If we never see tomorrow babe
I know that I lived how i wanted to wanted to
If we never see tomorrow babe
If we never make it through today
If we never see tomorrow babe
I know that I lived how i wanted to wanted to
The lights in here are blinding me and
I can’t see clearly anymore
I have no fear how this will end
No nothing scares me anymore
If we never see tomorrow babe
If we never make it through today
If we never see tomorrow babe
I know that I lived how i wanted to wanted to
If we never see tomorrow babe
If we never make it through today
If we never see tomorrow babe
I know that I lived how i wanted to wanted to",1,1,0,0,0,0,0,0,
Remember ,"Gryffin, ZOHARA","You love to talk without thinking
But never know what I'm thinking
And then I think about leaving
But I'm gonna need your love
I'm gonna need your love
Sometimes you say I'm depressive
Then I get all defensive, ooh
I see you trying to question
But you're gonna need my love
You're gonna need me
Don't you remember
The way that we used to live for each other?
Remember the way we fell for each other
When I was yours and when you were mine
Remember that time
You're gonna need my love
You're gonna need me
Don't you remember
The way that we used to live for each other?
Remember the way we fell for each other
When I was yours and when you were mine
Remember that time
It's like we're numb to the feeling
The one that used to be healing
And now I know that I need it
But I'm gonna need your love
I'm gonna need your love, mm
'Cause loving you, it ain't easy, aha
The hardest part is believing, ooh
Then our love ain't just the season
You're gonna need my love
You're gonna need me
Don't you remember
The way that we used to live for each other?
Remember the way we fell for each other
When I was yours and when you were mine
Remember that time
You're gonna need my love
You're gonna need me
Don't you remember
The way that we used to live for each other?
Remember the way we fell for each other
When I was yours and when you were mine
Remember that time
(Love when we fell in love)
You're gonna need my love
You're gonna need my love, ooh
You're gonna need my love
You're gonna need my love, mm
You're gonna need my love
You're gonna need my love, aha
Your love, I'm gonna need it
You're gonna need my love
You're gonna need my love
You're gonna need me
Don't you remember
The way that we used to live for each other?
Remember the way we fell for each other
When I was yours and when you were mine
Remember that time
(Love when we fell in love)
You're gonna need my love
You're gonna need my love, ooh
You're gonna need my love
You're gonna need my love, aha
Your love, I'm gonna need it",0,1,0,1,1,0,0,0,
From Me,Zookeper ,"Go left, go right
We can't keep doing this dance all night
Just stop and get a little [light?] on me
You go fast and I want it slow
But I can show you the benefit of [laugh?] baby
Just stop and do a little [work?] with me
The way you’re touching up my body
I want it everyday, please don't take it from me
Please don't take it
your body
I want it everyday, please don’t take it from me
Please don't
Please don't take it from me, me, me, me
Me
Please don't take it from me, me, me, me
I wonder everyday, please don't take it from me
Take it to the [?], and do a little [?]
Please don't take it from me
And do a little [?], and do a little [?]
Please don't take it from me
And do a little [?]
Please don't take it from me
Take it to the [?], and do a little [?]
Please don’t take it from me
Some nights I’m a [?]
Make me now wanna be in heaven
Now stop, and do a little [?]
I'm bothered, I’m caring
Some [?]
Just let me take it to the [flow with you?]
The way you're touching up my body
I want it everyday, please don't take it from me
Please don't take it
[?] your body
I want it everyday, please don’t take it from me
Please don't
Please don't take it from me, me, me, me
Me
Please don't take it from me, me, me, me
I wonder everyday, please don't take it from me
Take it to the [?], and do a little [?]
Please don't take it from me
And do a little [?], and do a little [?]
Please don't take it from me
And do a little [?]
Please don't take it from me
Take it to the [?], and do a little [?]
Please don't take it from me",1,0,1,0,0,0,0,1,
Bad and Boujee,"Migos, Lil Uzi Vert","You know Young Rich Niggas
You know so we ain't really never had no old money
We got a whole lotta new money though
(If Young Metro don't trust you I'm gon' shoot ya)
Raindrops, drop tops (drop top)
Smokin' on cookie in the hotbox (cookie)
Fuckin' on your bitch she a thot, thot, thot (Thot)
Cookin' up dope in the crockpot, (pot)
We came from nothin' to somethin' nigga (hey)
I don't trust nobody, grip the trigger (nobody)
Call up the gang, they come and get you (gang)
Cry me a river, give you a tissue (hey)
My bitch is bad and boujee (bad)
Cookin' up dope with a Uzi (blaow)
My niggas is savage, ruthless (savage)
We got 30's and 100 rounds too (grrah)
My bitch is bad and boujee (bad)
Cookin' up dope with a Uzi (dope)
My niggas is savage, ruthless (hey)
We got 30's and 100 rounds too (glah)
Offset, woah, woah, woah, woah, woah
Rackings on rackings, got backends on backends
I'm ridin' around in a coupe (coupe)
I take your bitch right from you (you)
Bitch I'm a dog, woof (grrr)
Beat the ho walls loose (hey)
Hop in the frog, woah (skrt)
I tell that bitch to come for me (come for me)
I swear these niggas under me (hey)
They hate and the devil keep jumpin' me (jumpin' me)
Bankrolls on me keep me company (cash)
We did the most, yeah
Pull up in Ghosts, yeah (woo)
My diamonds a choker (glah)
Holdin' the fire with no holster (blaow)
Rick The Ruler, diamonds cooler (cooler)
This a Rollie not a Mueller (hey)
Dabbin' on 'em like the usual (dab)
Magic with the brick, do voodoo (magic)
Court side with a bad bitch (bitch)
Then I send the bitch through Uber (go)
I'm young and rich and plus I'm boujee (hey)
I'm not stupid so I keep the Uzi (rrrah)
Rackings on rackings, got backends on backends
So my money makin' my back ache
You niggas got a low Act' rate (Act')
We from the Nawf, yeah dat way (Nawf)
Fat cookie blunt in the ash tray (cookie)
Two bitches, just national smash day (smash)
Hop in the Lamb', have a drag race (skrt)
I let them birds take a bath bae (brrrrr)
Raindrops, drop tops (drop top)
Smokin' on cookie in the hotbox (cookie)
Fuckin' on your bitch she a thot, thot, thot (thot)
Cookin' up dope in the crockpot, (pot)
We came from nothin' to somethin' nigga (hey)
I don't trust nobody, grip the trigger (nobody)
Call up the gang, they come and get you (gang)
Cry me a river, give you a tissue (hey)
My bitch is bad and boujee (bad)
Cookin' up dope with a Uzi (blaow)
My niggas is savage, ruthless (savage)
We got 30's and 100 rounds too (grrah)
My bitch is bad and boujee (bad)
Cookin' up dope with a Uzi (dope)
My niggas is savage, ruthless (hey)
We got 30's and 100 rounds too (glah)
Pour a four, I'm droppin' muddy
Outer space, KiD CuDi (drank)
Introduce me your bitch ass wifey and we know she sluttin'
Broke a brick down, nutty buddy, now that nigga duckin'
Don't move too fast I might shoot you (huh?)
Draco bad and boujee (Draco)
I'm always hangin' with shooters (brrah)
Might be posted somewhere secluded (private)
Still be playin' with pots and pans, call me Quavo Ratatouille
Run with that sack, call me Boobie (run with it)
When I'm on stage show me boobies (ay)
Ice on my neck, I'm the coolest (ice)
Hop out the suicide with the Uzi (pew-pew-pew)
I pull up, I pull up, I pull up
I hop out with all of the drugs in the cooler (skrt)
I'm cookin', I'm cookin', I'm whippin', I'm whippin' into a rock up, let it lock up (lock up)
I gave her 10 racks, I told her go shoppin' and spend it all at the pop up (ten)
These bitches they fuck and suck dick and they bustin' for Instagram, get your clout up
Uh, yeah, dat way, float on the track like a Segway (go)
Yeah, dat way, I used to trap by the subway (trappin')
Yeah, dat way, young nigga trap with the AK (rrrah)
Yeah, dat way, big dyke ho get it on, Macy Gray (hey)
Raindrops, drop tops (drop top)
Smokin' on cookie in the hotbox (cookie)
Fuckin' on your bitch she a thot, thot, thot (thot)
Cookin' up dope in the crockpot, (pot)
We came from nothin' to somethin' nigga (hey)
I don't trust nobody, grip the trigger (nobody)
Call up the gang, they come and get you (gang)
Cry me a river, give you a tissue (hey)
My bitch is bad and boujee (bad)
Cookin' up dope with a Uzi (blaow)
My niggas is savage, ruthless (savage)
We got 30's and 100 rounds too (grrah)
My bitch is bad and boujee (bad)
Cookin' up dope with a Uzi (dope)
My niggas is savage, ruthless (hey)
We got 30's and 100 rounds too (glah)
Yeah, yeah, yeah, yeah, my bitch she bad to the bone, ay
Wait, these niggas watchin', I swear to God they be my clones
Yeah, hey, huh, switchin' my hoes like my flows (what?)
Switchin' my flows like my clothes (like what?)
Keep on shootin' that gun, don't reload
Oh, oh, now she won't fuck with my crew
'Cause the money come all out the roof
Drive the 'Rari, that bitch got no roof (skrt)
Wait, what kind of 'Rari? 458 (damn)
All of these niggas, they hate (they hate)
Try to hide, shoot through the gate
Look, go to the strip club, make it rain (rain)
So much money they use rakes
Count 100, 000 in your face (in your face)
Yeah, they put 300 right in the safe
Met her today, oh
She talk to me like she knew me, yah
Go to sleep in a jacuzzi, yah
Yeah, wakin' up right to a two piece, yah
Countin' that paper like loose leaf, yah
Gettin' that chicken with blue cheese, yah
Yeah, boy you so fake like my collar
You snakin', I swear to God that be that Gucci, ay
And you know we winnin' (winnin')
Yeah, we is not losin'
Try to play your song, it ain't move me (what?)
Saw your girl once now she choose me, yeah
Raindrops, drop tops (drop top)
Smokin' on cookie in the hotbox (cookie)
Fuckin' on your bitch she a thot, thot, thot (thot)
Cookin' up dope in the crockpot, (pot)
We came from nothin' to somethin' nigga (hey)
I don't trust nobody, grip the trigger (nobody)
Call up the gang, they come and get you (gang)
Cry me a river, give you a tissue (hey)
My bitch is bad and boujee (bad)
Cookin' up dope with a Uzi (blaow)
My niggas is savage, ruthless (savage)
We got 30's and 100 rounds too (grrah)
My bitch is bad and boujee (bad)
Cookin' up dope with a Uzi (dope)
My niggas is savage, ruthless (hey)
We got 30's and 100 rounds too (glah)",1,1,0,0,0,1,1,0,
Outside Of The Lines,"Boehm, Laurell","Show me the golden gate
Blue sky and silver feathers
I wanna run away
Fall in love and see the sun
Sparrow in my way
Looking for hidden treasures
And every memory made
Tell me who knows what it's worth
No paper cage
No map, no signs
Let's lose our way
All that we got is time
Wander off the page
You never know what we might find
Why don't we take a little walk
Outside of the lines
Eyo eyo oh
Outside of the lines
Eyo eyo oh
Outside of the lines
Wander off the page
You never know what we might find
Why don't we take a little walk
Outside of the lines
Outside of the lines
Story on our arms
Loose bait, fadin' ether
I wanna go beyond
Show me how round is the earth
Stars until they're gone
You know it's now or never
And if we see the dawn
Tell me who knows what it's worth
Who knows what it's worth
Who knows what it's worth
No paper cage
No map, no signs
Let's lose our way
All that we got is time
Wander off the page
You never know what we might find
Why don't we take a little walk
Outside of the lines
Eyo eyo oh
Outside of the lines
Eyo eyo oh
Outside of the lines
Wander off the page
You never know what we might find
Why don't we take a little walk
Outside of the lines
Outside of the lines
Outside of the lines
Outside of the lines
No paper cage
No map, no signs
Let's lose our way
All that we got is time
Wander off the page
You never know what we might find
Why don't we take a little walk
Outside of the lines",1,0,0,0,0,0,0,1,
Only You,"Ryos, Sara Skinner","I was lost without your way
And then you showed and told me all of how to forget the pain
And with the time I watched it fade
Not only hurt, but what we were and that was everything
Oooh, everything is better when it's us two
Oooh, all the shit I said, I really meant it
I want you, only you, no one could ever do what you do
It's true, only you, I don't know what we have been tryna prove
Only you, only you, no one could ever do what you do
Only you, only you, only you
Breathe in now and touch my skin
Back to love, back to us, back to the beginning
Oooh, everything is better when it's us two
Oooh, all the shit I said, I really meant it
I want you, only you, no one could ever do what you do
It's true, only you, I don't know what we have been tryna prove
Only you, only you, no one could ever do what you do
Only you, only you, only you",1,1,0,0,1,0,0,1,
I Know,3rd Prototype,"I made a mistake last night
Maybe I can make it right
Sat down close to you baby
We can talk about it
No need to be mad
Hate to see you sad
Yes I know I'm crazy, crazy 'bout you,
Crazy 'bout your love
I know I'm a flirt sometimes
I know I get drunk some nights
I know I get way too high
I just wanna live it up with you
I know that it might be tense
I know when you've had enough
It's just how I show my love
Darling, can I live it up with you?
I know I'm a flirt sometimes
I know I get drunk some nights
I know I get way too high
I just wanna live it up with you
Darling, can I live it up with you?
I made a mistake last night
Maybe I can make it right
Sat down close to you baby
We can talk about it
No need to be mad
Hate to see you sad
Yes I know I'm crazy, crazy 'bout you,
Crazy 'bout your love
I know I'm a flirt sometimes
I know I get drunk some nights
I know I get way too high
I just wanna live it up with you
I know that it might be tense
I know when you've had enough
It's just how I show my love
Darling, can I live it up with you?
I know I'm a flirt sometimes
I know I get drunk some nights
I know I get way too high
I just wanna live it up with you
Darling, can I live it up with you?",0,1,1,0,0,0,0,1,
Shadows,"Aero Chord, Nevve","Here for the night, in neon lights
The darkness invites us
Move left to right, don't lose the high
It's dangerous running in the twilight
Electric eyes, you can't deny
The thunder inside us
Live for the night, left to right
Love me in the shadows
We will go where shadows and delusion on the beauty combine
Even though we know the night will only last 'til dawn
Oh, it's now or never
Fabled fantasy
Even though it only lasts 'til dawn
Love me in the shadows
Love me in the shadows
Love me in the shadows
I wanna be the melody
Moving inside you
So carefully, we'll let the beat
Open inside the darkness
It's you and me, eternity
Running until the sunrise
Live for the night, left to right
Love me in the shadows
We will go where shadows and delusion on the beauty combine
Even though we know the night will only last 'til dawn
Oh, it's now or never
Fabled fantasy
Even though it only lasts 'til dawn
Love me in the shadows
Love me in the shadows
Love me in the shadows",1,0,0,0,0,0,0,1,
Bodies,"TwoWorldsApart, Jordi Rivera, Raquel Castro","Sunrise is heating me up
I look in your eyes
It's dangerous
The way your hands slide
Make me erupt now, erupt now
The feel of your touch has got me so wild
You hate that you love me but it's alright
No you can't deny the way you feel inside
When our bodies align
When our bodies align
Sunrise is heating me up
I look in your eyes It's dangerous
The way your hands slide
Make me erupt now, erupt now
The feel of your touch has got me so wild
You hate that you love me but it's alright
No you can't deny the way you feel inside
When our bodies align",0,1,0,0,0,0,0,1,
Ruin My Life,"Adam Pearce, Kalide, Bianca","I miss you pushing me close to the edge
I miss you
I wish I knew what I had when I left
I miss you
You set fire to my world, couldn't handle the heat
Now I'm sleeping alone and I'm starting to freeze
Baby, come bring me help
Let it rain over me
Baby, come back to me
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah (Ruin my life, yeah)
I miss you more than I thought that I could
I miss you
I know you missin' me too like you should
I miss you
You set fire to my world, couldn't handle the heat
Now I'm sleeping alone and I'm starting to freeze
Baby, come bring me help
Let it rain over me
Baby, come back to me (Baby, come back to me)
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah
I want you to fuck up my nights, yeah
Fuck up my nights, yeah, all of my nights, yeah
I want you to bring it all on
If you make it all wrong, then I'll make it all right, yeah
I want you to ruin my life
Yeah, to ruin my life, yeah, to ruin my life
I miss you, I miss you (You-ooh-ooh)
I wish you, I wish you (You-ooh-ooh)
Would come back to, come back to me
Come back to me, come back to me
I want you to ruin my life
You to ruin my life, yeah, to ruin my life, yeah (Ruin my life, yeah)",0,0,0,0,1,1,0,1,
